sort_order,wmo,name[80],history_product[80],local_date_time[80],local_date_time_full[80],aifstime_utc[80],lat,lon,apparent_t,cloud[80],cloud_base_m,cloud_oktas,cloud_type[80],cloud_type_id,delta_t,gust_kmh,gust_kt,air_temp,dewpt,press,press_msl,press_qnh,press_tend[80],rain_trace[80],rel_hum,sea_state[80],swell_dir_worded[80],swell_height,swell_period,vis_km[80],weather[80],wind_dir[80],wind_spd_kmh,wind_spd_kt
118,94569,"Sunshine Coast Airport","IDQ60801","05/12:30am","20240905003000","20240904143000",-26.6,153.1,15.9,"Mostly clear",1530,1,"-",-9999,4.3,22,12,19.1,11.2,1026.9,1026.9,1027.0,"-","0.0",60,"-","-",-9999.0,-9999,"10","-","E",19,10
119,94569,"Sunshine Coast Airport","IDQ60801","05/12:00am","20240905000000","20240904140000",-26.6,153.1,16.8,"Partly cloudy",1500,5,"-",-9999,4.1,26,14,19.4,11.9,1027.1,1027.1,1027.2,"-","0.0",62,"-","-",-9999.0,-9999,"10","-","E",17,9
120,94569,"Sunshine Coast Airport","IDQ60801","04/11:30pm","20240904233000","20240904133000",-26.6,153.1,16.3,"Cloudy",1590,8,"-",-9999,4.0,26,14,19.4,12.2,1027.3,1027.3,1027.4,"-","0.0",63,"-","-",-9999.0,-9999,"10","-","E",20,11
121,94569,"Sunshine Coast Airport","IDQ60801","04/11:00pm","20240904230000","20240904130000",-26.6,153.1,17.1,"Cloudy",1590,8,"-",-9999,5.7,17,9,19.8,8.8,1027.2,1027.2,1027.3,"-","0.0",49,"-","-",-9999.0,-9999,"10","-","ESE",13,7
122,94569,"Sunshine Coast Airport","IDQ60801","04/10:30pm","20240904223000","20240904123000",-26.6,153.1,16.7,"Cloudy",1590,8,"-",-9999,5.3,24,13,19.9,10.0,1027.3,1027.3,1027.4,"-","0.0",53,"-","-",-9999.0,-9999,"10","-","ESE",17,9
123,94569,"Sunshine Coast Airport","IDQ60801","04/10:00pm","20240904220000","20240904120000",-26.6,153.1,16.2,"Partly cloudy",1590,5,"-",-9999,5.7,20,11,19.7,8.7,1027.3,1027.3,1027.4,"-","0.0",49,"-","-",-9999.0,-9999,"10","-","E",17,9
124,94569,"Sunshine Coast Airport","IDQ60801","04/09:30pm","20240904213000","20240904113000",-26.6,153.1,16.8,"Cloudy",1590,8,"-",-9999,5.5,26,14,19.8,9.4,1027.5,1027.5,1027.6,"-","0.0",51,"-","-",-9999.0,-9999,"10","-","E",15,8
125,94569,"Sunshine Coast Airport","IDQ60801","04/09:00pm","20240904210000","20240904110000",-26.6,153.1,17.3,"Mostly cloudy",1500,7,"-",-9999,5.7,17,9,19.7,8.7,1027.6,1027.6,1027.7,"-","0.0",49,"-","-",-9999.0,-9999,"10","-","ESE",11,6
126,94569,"Sunshine Coast Airport","IDQ60801","04/08:30pm","20240904203000","20240904103000",-26.6,153.1,15.5,"Cloudy",1590,8,"-",-9999,5.8,30,16,19.9,8.9,1027.6,1027.6,1027.7,"-","0.0",49,"-","-",-9999.0,-9999,"10","-","E",22,12
127,94569,"Sunshine Coast Airport","IDQ60801","04/08:00pm","20240904200000","20240904100000",-26.6,153.1,16.7,"Partly cloudy",1470,5,"-",-9999,5.4,28,15,19.9,9.8,1027.5,1027.5,1027.6,"-","0.0",52,"-","-",-9999.0,-9999,"10","-","ESE",17,9
128,94569,"Sunshine Coast Airport","IDQ60801","04/07:30pm","20240904193000","20240904093000",-26.6,153.1,16.1,"Mostly clear",1380,1,"-",-9999,5.8,28,15,20.1,9.1,1027.4,1027.4,1027.5,"-","0.0",49,"-","-",-9999.0,-9999,"10","-","SE",20,11
129,94569,"Sunshine Coast Airport","IDQ60801","04/07:00pm","20240904190000","20240904090000",-26.6,153.1,17.2,"Cloudy",1590,8,"-",-9999,5.4,20,11,20.0,9.9,1027.2,1027.2,1027.3,"-","0.0",52,"-","-",-9999.0,-9999,"10","-","SSE",15,8
130,94569,"Sunshine Coast Airport","IDQ60801","04/06:30pm","20240904183000","20240904083000",-26.6,153.1,17.4,"Mostly clear",1290,1,"-",-9999,4.9,20,11,19.9,10.9,1027.0,1027.0,1027.1,"-","0.0",56,"-","-",-9999.0,-9999,"10","-","SE",15,8
131,94569,"Sunshine Coast Airport","IDQ60801","04/06:00pm","20240904180000","20240904080000",-26.6,153.1,17.9,"Mostly cloudy",1500,7,"-",-9999,4.4,20,11,19.8,11.8,1026.7,1026.7,1026.8,"-","0.0",60,"-","-",-9999.0,-9999,"10","-","SSE",13,7
132,94569,"Sunshine Coast Airport","IDQ60801","04/05:30pm","20240904173000","20240904073000",-26.6,153.1,16.4,"Partly cloudy",1320,3,"-",-9999,4.8,28,15,19.7,10.9,1026.7,1026.7,1026.8,"-","0.0",57,"-","-",-9999.0,-9999,"10","-","SE",19,10
133,94569,"Sunshine Coast Airport","IDQ60801","04/05:00pm","20240904170000","20240904070000",-26.6,153.1,17.8,"Cloudy",1590,8,"-",-9999,5.4,19,10,20.2,10.0,1026.5,1026.5,1026.6,"-","0.0",52,"-","-",-9999.0,-9999,"10","-","SSE",13,7
134,94569,"Sunshine Coast Airport","IDQ60801","04/04:30pm","20240904163000","20240904063000",-26.6,153.1,17.4,"Cloudy",1650,8,"-",-9999,6.2,20,11,20.5,8.8,1026.3,1026.3,1026.4,"-","0.0",47,"-","-",-9999.0,-9999,"10","-","SSE",15,8
135,94569,"Sunshine Coast Airport","IDQ60801","04/04:00pm","20240904160000","20240904060000",-26.6,153.1,17.8,"Partly cloudy",1650,3,"-",-9999,6.8,20,11,21.1,8.0,1026.2,1026.2,1026.3,"-","0.0",43,"-","-",-9999.0,-9999,"10","-","SE",15,8
136,94569,"Sunshine Coast Airport","IDQ60801","04/03:30pm","20240904153000","20240904053000",-26.6,153.1,17.3,"Partly cloudy",1710,3,"-",-9999,6.5,24,13,21.2,8.8,1026.1,1026.1,1026.2,"-","0.0",45,"-","-",-9999.0,-9999,"10","-","SE",19,10
137,94569,"Sunshine Coast Airport","IDQ60801","04/03:00pm","20240904150000","20240904050000",-26.6,153.1,17.5,"Mostly clear",1500,1,"-",-9999,6.3,28,15,21.7,9.9,1026.3,1026.3,1026.4,"-","0.0",47,"-","-",-9999.0,-9999,"10","-","SE",22,12
138,94569,"Sunshine Coast Airport","IDQ60801","04/02:30pm","20240904143000","20240904043000",-26.6,153.1,18.3,"Partly cloudy",1620,3,"-",-9999,6.6,28,15,22.1,9.9,1026.3,1026.3,1026.4,"-","0.0",46,"-","-",-9999.0,-9999,"10","-","SE",20,11
139,94569,"Sunshine Coast Airport","IDQ60801","04/02:00pm","20240904140000","20240904040000",-26.6,153.1,17.5,"Cloudy",1560,8,"-",-9999,6.1,26,14,21.3,9.9,1026.7,1026.7,1026.8,"-","0.0",48,"-","-",-9999.0,-9999,"10","-","SE",20,11
140,94569,"Sunshine Coast Airport","IDQ60801","04/01:30pm","20240904133000","20240904033000",-26.6,153.1,17.5,"Mostly clear",1110,1,"-",-9999,5.0,24,13,20.6,11.5,1026.9,1026.9,1027.0,"-","0.0",56,"-","-",-9999.0,-9999,"10","-","SSE",19,10
141,94569,"Sunshine Coast Airport","IDQ60801","04/01:00pm","20240904130000","20240904030000",-26.6,153.1,18.8,"Cloudy",1620,8,"-",-9999,5.4,24,13,21.2,11.5,1027.3,1027.3,1027.4,"-","0.0",54,"-","-",-9999.0,-9999,"10","-","SSE",15,8
142,94569,"Sunshine Coast Airport","IDQ60801","04/12:30pm","20240904123000","20240904023000",-26.6,153.1,17.9,"Cloudy",1620,8,"-",-9999,5.9,24,13,21.3,10.5,1027.8,1027.8,1027.9,"-","0.0",50,"-","-",-9999.0,-9999,"10","-","SSE",19,10
143,94569,"Sunshine Coast Airport","IDQ60801","04/12:00pm","20240904120000","20240904020000",-26.6,153.1,19.2,"Mostly clear",1500,1,"-",-9999,6.9,30,16,22.9,10.3,1028.2,1028.2,1028.3,"-","0.0",45,"-","-",-9999.0,-9999,"10","-","ESE",20,11
